Version,Assignee,Created,Created Epoch,Description,Comments
CAMEL-15228,Ramu,2020-06-23T07:20:04+0000,1592882404， where 1592882404 is the epoch,For batch requirements it is currently not possible to get a signal for the last result within a poll request in processors (over all partitions and topics).The problem with this is， that a Processor cannot know when the last record of a poll received and it is time for commits to all of the affected partitions， because you cannot be sure that there is always a content in every partition and therefore you have no info in Processer， if any further message arrives.Solution could be to add a property to the manual commit handler in the KafkaConsumer.KafkaFetchRecords.doRun exchange.getIn().setHeader(KafkaConstants.MANUAL_COMMIT， manual);//adding new exchange propertyexchange.getIn().setHeader(KafkaConstants.LAST_RECORD_OF_CURRENT_POLL_REQUEST， last_record_of_last_partition);LAST_RECORD_IN_CURRENT_POLL_REQUEST should be a boolean to signal end of the loop over all partitions,Hide Permalink Claus Ibsen added a comment - 23/Jun/20 07:20 You are welcome to work on a PR to implement this Show Claus Ibsen added a comment - 23/Jun/20 07:20 You are welcome to work on a PR to implement this Hide Permalink Ramu added a comment - 29/Jun/20 06:44 Jörg are you working on fix Show Ramu added a comment - 29/Jun/20 06:44 Jörg are you working on fix Hide Permalink Jörg added a comment - 29/Jun/20 10:08 Yes. Already implemented. Working finally on test case and docs update Show Jörg added a comment - 29/Jun/20 10:08 Yes. Already implemented. Working finally on test case and docs update
CAMEL-15227,Jean-Baptiste Onofré,2020-06-22T11:27:52+0000,1592810872， where 1592810872 is the epoch,Instead of having a component camel-osgi-activator， we can use a better whiteboard directly part of camel-core-osgi.We can also support several camel context using a service property and provide a new interface CamelContextConfigurer allowing to create and configure CamelContext smoothly.,There are no comments yet on this issue.
CAMEL-15226,Jean-Baptiste Onofré,2020-06-22T11:26:20+0000,1592810780， where 1592810780 is the epoch,Now that camel-karaf is its own repo， we can do a cleanup and better shape. I'm working on it.,There are no comments yet on this issue.
CAMEL-15225,Claus Ibsen,2020-06-22T07:49:21+0000,1592797761， where 1592797761 is the epoch,To make it the same as where we now generate other bits for components,There are no comments yet on this issue.
CAMEL-15224,Claus Ibsen,2020-06-22T08:10:38+0000,1592799038， where 1592799038 is the epoch,The api based components can in some places avoid reflection,Hide Permalink Claus Ibsen added a comment - 22/Jun/20 08:10 Okay camel-fhir is no longer using reflection Show Claus Ibsen added a comment - 22/Jun/20 08:10 Okay camel-fhir is no longer using reflection Hide Permalink Claus Ibsen added a comment - 22/Jun/20 08:14 - edited camel-as2 DONE camel-box DONE camel-braintree DONE camel-fhir DONE camel-google-calendar DONE camel-google-drive DONE camel-google-mail DONE camel-google-sheets DONE camel-olingo2 DONE camel-olingo4 DONE camel-twillo DONE camel-zendesk DONE Show Claus Ibsen added a comment - 22/Jun/20 08:14 - edited camel-as2 DONE camel-box DONE camel-braintree DONE camel-fhir DONE camel-google-calendar DONE camel-google-drive DONE camel-google-mail DONE camel-google-sheets DONE camel-olingo2 DONE camel-olingo4 DONE camel-twillo DONE camel-zendesk DONE Hide Permalink Claus Ibsen added a comment - 22/Jun/20 09:22 camel-as2 uses array type which the configurer generator needs to take into account Show Claus Ibsen added a comment - 22/Jun/20 09:22 camel-as2 uses array type which the configurer generator needs to take into account Hide Permalink Claus Ibsen added a comment - 22/Jun/20 11:59 - edited Okay so it was a bit more tougher with olingo4 as it does use some more reflection， which triggers some changes in camel-core api component that needs to update all api components. Show Claus Ibsen added a comment - 22/Jun/20 11:59 - edited Okay so it was a bit more tougher with olingo4 as it does use some more reflection， which triggers some changes in camel-core api component that needs to update all api components. Hide Permalink Claus Ibsen added a comment - 22/Jun/20 16:00 Okay so we are almost there， there are some reflection call still， but its much reduced. Show Claus Ibsen added a comment - 22/Jun/20 16:00 Okay so we are almost there， there are some reflection call still， but its much reduced.
CAMEL-15223,Claus Ibsen,2020-06-22T05:09:37+0000,1592788177， where 1592788177 is the epoch,We can make DefaultExchangeFormatter a Configurer so no reflection is used when configuring its options,Hide Permalink Claus Ibsen added a comment - 22/Jun/20 05:09 Ah it was already done， so this is for custom exchange formatters. Show Claus Ibsen added a comment - 22/Jun/20 05:09 Ah it was already done， so this is for custom exchange formatters.
CAMEL-15222,Unassigned,2020-06-21T23:39:14.104Z,1592768354.104， where 1592768354.104 is the epoch,According to the documentation， and also based on previous 2.x behavior it should be possible to call a processor bean using below syntax:from("activemq:myQueue").to("myProcessor");https://camel.apache.org/manual/latest/processor.htmlHowever based on attached unit test， it appears this syntax is no longer working with the 3.x code base. The problem appears to be in the AbstractCamelContext class where it is filtering the lookup to only Endpoint.class instances.answer = getRegistry().lookupByNameAndType(uri， Endpoint.class);https://github.com/apache/camel/blob/camel-3.4.x/core/camel-base/src/main/java/org/apache/camel/impl/engine/AbstractCamelContext.java#L827I'm wondering if Processor.class could be added as a secondary lookup or if there is another way the previously working syntax can be restored?,Hide Permalink Claus Ibsen added a comment - 22/Jun/20 04:12 - edited No there is not. .to is for calling endpoints. For calling a processor use .process Show Claus Ibsen added a comment - 22/Jun/20 04:12 - edited No there is not. .to is for calling endpoints. For calling a processor use .process Hide Permalink Claus Ibsen added a comment - 22/Jun/20 04:17 The docs was wrong and is being updated. Show Claus Ibsen added a comment - 22/Jun/20 04:17 The docs was wrong and is being updated. Hide Permalink Claus Ibsen added a comment - 22/Jun/20 04:25 You can use the bean component to call the processor， eg "bean:myProcessor" as a to endpoint. Show Claus Ibsen added a comment - 22/Jun/20 04:25 You can use the bean component to call the processor， eg "bean:myProcessor" as a to endpoint.
CAMEL-15221,Unassigned,2020-06-21T18:54:53+0000,1592751293， where 1592751293 is the epoch,Upgrade to latest Deep Java Library (0.5.0),There are no comments yet on this issue.
CAMEL-15220,Unassigned,2020-06-21T18:02:54+0000,1592748174， where 1592748174 is the epoch,Cannot access a Gmail IMAP account that could be accessed with Camel 2.x (so it is not caused by Gmail account configuration). OK Gimap ready for requests from 104.251.134.235 v6mb20621913vsqB0 CAPABILITY CAPABILITY IMAP4rev1 UNSELECT IDLE NAMESPACE QUOTA ID XLIST CHILDREN X-GM-EXT-1 XYZZY SASL-IR AUTH=XOAUTH2 AUTH=PLAIN AUTH=PLAIN-CLIENTTOKEN AUTH=OAUTHBEARER AUTH=XOAUTHB0 OK Thats all she wrote! v6mb20621913vsqDEBUG IMAPS: AUTH: XOAUTH2DEBUG IMAPS: AUTH: PLAINDEBUG IMAPS: AUTH: PLAIN-CLIENTTOKENDEBUG IMAPS: AUTH: OAUTHBEARERDEBUG IMAPS: AUTH: XOAUTHDEBUG IMAPS: protocolConnect login， host=imap.gmail.com， user=test@e-bonding.com， password=<non-null>DEBUG IMAPS: AUTHENTICATE PLAIN command trace suppressedDEBUG IMAPS: AUTHENTICATE PLAIN command result: B1 NO [AUTHENTICATIONFAILED] Invalid credentials (Failure)```2020-06-21 12:00:05.584 [Camel (camel-1) thread #3 - imaps://imap.gmail.com:993] MailConsumer - Consumer Consumer[imaps://imap.gmail.com:993?debugMode=true&delay=60000&delete=true&password=xxxxxx&searchTerm.fromSentDate=now-24h&username=test%40e-bonding.com] failed polling endpoint: imaps://imap.gmail.com:993?debugMode=true&delay=60000&delete=true&password=xxxxxx&searchTerm.fromSentDate=now-24h&username=test%40e-bonding.com. Will try again at next poll. Caused by: [javax.mail.AuthenticationFailedException - [AUTHENTICATIONFAILED] Invalid credentials (Failure)]2020-06-21 12:00:05.584 [Camel (camel-1) thread #3 - imaps://imap.gmail.com:993] MailConsumer - Consumer Consumer[imaps://imap.gmail.com:993?debugMode=true&delay=60000&delete=true&password=xxxxxx&searchTerm.fromSentDate=now-24h&username=test%40e-bonding.com] failed polling endpoint: imaps://imap.gmail.com:993?debugMode=true&delay=60000&delete=true&password=xxxxxx&searchTerm.fromSentDate=now-24h&username=test%40e-bonding.com. Will try again at next poll. Caused by: [javax.mail.AuthenticationFailedException - [AUTHENTICATIONFAILED] Invalid credentials (Failure)]javax.mail.AuthenticationFailedException: [AUTHENTICATIONFAILED] Invalid credentials (Failure)at com.sun.mail.imap.IMAPStore.protocolConnect(IMAPStore.java:708) ~[jakarta.mail-1.6.5.jar:1.6.5]at javax.mail.Service.connect(Service.java:364) ~[jakarta.mail-1.6.5.jar:1.6.5] at org.apache.camel.component.mail.MailConsumer.ensureIsConnected(MailConsumer.java:570) ~[camel-mail-3.2.0.jar:3.2.0]at org.apache.camel.component.mail.MailConsumer.poll(MailConsumer.java:127) ~[camel-mail-3.2.0.jar:3.2.0]at org.apache.camel.support.ScheduledPollConsumer.doRun(ScheduledPollConsumer.java:187) [camel-support-3.2.0.jar:3.2.0]at org.apache.camel.support.ScheduledPollConsumer.run(ScheduledPollConsumer.java:106) [camel-support-3.2.0.jar:3.2.0] at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511) [?:1.8.0_181] at java.util.concurrent.FutureTask.runAndReset(FutureTask.java:308) [?:1.8.0_181] at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$301(ScheduledThreadPoolExecutor.java:180) [?:1.8.0_181] at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:294) [?:1.8.0_181] at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149) [?:1.8.0_181] at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624) [?:1.8.0_181] at java.lang.Thread.run(Thread.java:748) [?:1.8.0_181]```,Hide Permalink John Yin added a comment - 21/Jun/20 18:02 It was a mistake that I made when constructing the endpoint options. Never mind. Sorry about it. Show John Yin added a comment - 21/Jun/20 18:02 It was a mistake that I made when constructing the endpoint options. Never mind. Sorry about it.
CAMEL-15219,Claus Ibsen,2020-06-21T07:16:00+0000,1592709360， where 1592709360 is the epoch,According to the documentation， it should be possible to use a custom ResultSetConversionStrategy on the camel-cassandraql component. However， it seems it is not accepted in all cases and ends up failing to create the custom conversion. For example， using #bean:org.my.package.MyStrategy causes a failure similar to this:Caused by: java.lang.IllegalArgumentException: Unknown conversion strategy #bean:org.apache.camel.kafkaconnector.cassandra.clients.dao.TestResultSetConversionStrategy at org.apache.camel.component.cassandra.ResultSetConversionStrategies.fromName(ResultSetConversionStrategies.java:112) ~[camel-cassandraql-3.3.0.jar:3.3.0] at org.apache.camel.component.cassandra.CassandraComponent.createEndpoint(CassandraComponent.java:82) ~[camel-cassandraql-3.3.0.jar:3.3.0] at org.apache.camel.support.DefaultComponent.createEndpoint(DefaultComponent.java:237) ~[camel-support-3.3.0.jar:3.3.0]Looking at the current code on master， this does seem to be that the code on CassandraComponent.java and， more importantly， ResultSetConversionStrategies.java do not behave like stated on the documentation (ie.: "... Anything else， if resultSetConversionStrategy is a custom implementation of the ResultSetConversionStrategy ...").,Hide Permalink Claus Ibsen added a comment - 21/Jun/20 07:16 Thanks for reporting and spotting where the bug was in the code Show Claus Ibsen added a comment - 21/Jun/20 07:16 Thanks for reporting and spotting where the bug was in the code Hide Permalink Otavio Rodolfo Piske added a comment - 22/Jun/20 12:49 Claus Ibsen thanks for the quick fix as well. Just wanted to report that I tried the patch w/ the test I am working for the Camel Kafka Connector and it worked as expected. Show Otavio Rodolfo Piske added a comment - 22/Jun/20 12:49 Claus Ibsen thanks for the quick fix as well. Just wanted to report that I tried the patch w/ the test I am working for the Camel Kafka Connector and it worked as expected.
CAMEL-15218,Claus Ibsen,2020-06-19T08:04:48+0000,1592539488， where 1592539488 is the epoch,Lets store the generated/copied files in src/main/generated like we do in other components. Then we can browse those in github and also better notice when something is changed as it causes a git diff.,There are no comments yet on this issue.
CAMEL-15217,Claus Ibsen,2020-06-19T08:45:42+0000,1592541942， where 1592541942 is the epoch,While .bean("beanName") does lookup into the registry， .bean(Bean.class) does not and directly instantiates the provided class.It would be more consistent to have it looking into the registry and return a bean reference if only one bean of the provided class is resolved. If the resolution is ambiguous or no beans match， an exception should be thrown.This is also applicable to all .bean(Class， ...) methods.,Hide Permalink Claus Ibsen added a comment - 19/Jun/20 08:45 Will now lookup first and use existing bean if one instance found (and scope is singleton). However if there is no beans then it work as before， with creating a new instance. Unless its an interface where you get some error. Show Claus Ibsen added a comment - 19/Jun/20 08:45 Will now lookup first and use existing bean if one instance found (and scope is singleton). However if there is no beans then it work as before， with creating a new instance. Unless its an interface where you get some error. Hide Permalink Antonin Stefanutti added a comment - 19/Jun/20 08:49 Great， yes it's important to fallback to the old behaviour to keep backward compatibility. Show Antonin Stefanutti added a comment - 19/Jun/20 08:49 Great， yes it's important to fallback to the old behaviour to keep backward compatibility.
CAMEL-15216,Unassigned,2020-06-24T04:56:39+0000,1592960199， where 1592960199 is the epoch,,Hide Permalink Aemie added a comment - 24/Jun/20 04:56 Claus Ibsen， I am unable to track down this warning - asciidoctor: WARNING: skipping reference to missing attribute: key. I know there might be an undefined attribute key within the repo however currently， I am unable to find it and resolve it. Show Aemie added a comment - 24/Jun/20 04:56 Claus Ibsen ， I am unable to track down this warning - asciidoctor: WARNING: skipping reference to missing attribute: key . I know there might be an undefined attribute key within the repo however currently， I am unable to find it and resolve it. Hide Permalink Claus Ibsen added a comment - 24/Jun/20 07:26 Yeah we have not been able to track that last WARN down. Show Claus Ibsen added a comment - 24/Jun/20 07:26 Yeah we have not been able to track that last WARN down.
CAMEL-15215,Guillaume Nodet,2020-07-04T07:20:15+0000,1593832815， where 1593832815 is the epoch,,Hide Permalink Claus Ibsen added a comment - 04/Jul/20 07:20 Is there more work for this? And was there some changes that is worth mentioning in the upgrade guide， and the existing testing docs? Show Claus Ibsen added a comment - 04/Jul/20 07:20 Is there more work for this? And was there some changes that is worth mentioning in the upgrade guide， and the existing testing docs? Hide Permalink Guillaume Nodet added a comment - 28/Jul/20 11:25 https://issues.apache.org/jira/browse/CAMEL-15215 Show Guillaume Nodet added a comment - 28/Jul/20 11:25 https://issues.apache.org/jira/browse/CAMEL-15215
CAMEL-15214,Claus Ibsen,2020-06-19T05:30:12+0000,1592530212， where 1592530212 is the epoch,in Camel Catlog， there is a new type "duration" (for timer delay parameters for instance).it was previously using type "integer".The validation has not been adjusted fo rthis new type. Consequently， the delay value is no more validated.For instance， "timer:timerName?delay=p" is no more reporting a validation error.technical:the "time pattern" was validated for the integer type: https://github.com/apache/camel/blob/b665e5cf4b47f9b074bea40c86a5133f0db00454/core/camel-core-catalog/src/main/java/org/apache/camel/catalog/impl/AbstractCamelCatalog.java#L1276-L1284,Hide Permalink Claus Ibsen added a comment - 19/Jun/20 05:30 Thanks for reporting Show Claus Ibsen added a comment - 19/Jun/20 05:30 Thanks for reporting
CAMEL-15213,Claus Ibsen,2020-06-18T11:15:44+0000,1592464544， where 1592464544 is the epoch,We should include the default values in the camel-main configuration properties classes so we can get that in the tooling metadata and also in the generated documentation (see camel-main adoc file),There are no comments yet on this issue.
CAMEL-15212,Claus Ibsen,2020-06-18T08:36:08+0000,1592454968， where 1592454968 is the epoch,A reminder to update the 3.4 upgrade guide about the need for setting loadTypeConverters=true if using custom converter (without loader generated),There are no comments yet on this issue.
CAMEL-15211,Unassigned,2020-06-18T08:22:21+0000,1592454141， where 1592454141 is the epoch,Would be great if we can make configuring Camels SSL security parameters via camel.main.ssl. parameters.,There are no comments yet on this issue.
CAMEL-15210,Claus Ibsen,2020-06-18T08:06:36+0000,1592453196， where 1592453196 is the epoch,I had to add manually the jupiter plugin to make it compile <dependency> <groupId>org.junit.jupiter</groupId> <artifactId>junit-jupiter</artifactId> <version>5.6.2</version> <scope>test</scope> </dependency>See Cia@ chapter8/hi-world,There are no comments yet on this issue.
CAMEL-15209,Unassigned,2020-06-18T07:46:25+0000,1592451985， where 1592451985 is the epoch,<dependency> <groupId>org.apache.camel</groupId> <artifactId>camel-jaxb</artifactId> <version>${camel-version}</version> </dependency> <dependency> <groupId>org.apache.camel</groupId> <artifactId>camel-xml-jaxb</artifactId> <version>${camel-version}</version> </dependency>,There are no comments yet on this issue.
CAMEL-15208,Unassigned,2020-06-18T09:10:13+0000,1592457013， where 1592457013 is the epoch,We need the jandex plugin to run first as its dependent. chapter8/custom in the CiA2 source code presents this problem.,Hide Permalink Claus Ibsen added a comment - 18/Jun/20 09:10 Okay so it was wrong phase， in the pom.xml. That should just be removed then it all runs in right order. Show Claus Ibsen added a comment - 18/Jun/20 09:10 Okay so it was wrong phase， in the pom.xml. That should just be removed then it all runs in right order.
CAMEL-15207,Jiri Ondrusek,2020-06-18T07:38:06+0000,1592451486， where 1592451486 is the epoch,Issue https://issues.apache.org/jira/browse/CAMEL-14833 brought a possibility to define different parser (instead of autodetect one). This solution should be refactored to more suitable (usable) way， by introducing the TikaParserProducer. (it should eliminate the need of of the extension of the TikaComponent),There are no comments yet on this issue.
CAMEL-15206,Unassigned,2020-06-18T11:17:26+0000,1592464646， where 1592464646 is the epoch,Actually I create rest api using apache camel. Its a Get Call.Request Path like this -> users/names/{username}?client={clientId}we will try to given username is Spanish text like this -> users/names/plánia?client=100 and try this also -> users/names/pl%C3%nia?client=100Its throw error like bad request { "timestamp": "2020-06-17T16:06:25.609+0000"， "status": 400， "error": "Bad Request"， "message": "Illegal Argument Specified in the Request Headers or Path"， "path": "/users/names/plánia" },Hide Permalink Claus Ibsen added a comment - 18/Jun/20 11:17 You should generally ask first on the user mailing list to get help. That error is likely from the HTTP server that regard it as a bad request. So what HTTP component are you using jetty， undertow or what? Also try with latest 2.25.x release as that is the only active supported 2.x version Show Claus Ibsen added a comment - 18/Jun/20 11:17 You should generally ask first on the user mailing list to get help. That error is likely from the HTTP server that regard it as a bad request. So what HTTP component are you using jetty， undertow or what? Also try with latest 2.25.x release as that is the only active supported 2.x version
CAMEL-15205,Claus Ibsen,2020-06-26T07:32:27+0000,1593142347， where 1593142347 is the epoch,The current documentation says for cron job the spaces needs to replaced by +. However that does not seem to be the case as of the latest release. If you specify + instead of blank it throws a runtime error Caused by: java.lang.RuntimeException: CronExpression '# 0 1 6-18 ? * *' is invalid.Caused by: java.lang.RuntimeException: CronExpression '# 0 1 6-18 ? * *' is invalid. at org.quartz.CronScheduleBuilder.cronSchedule(CronScheduleBuilder.java:111) at org.apache.camel.component.quartz.QuartzEndpoint.createTrigger(QuartzEndpoint.java:485) at org.apache.camel.component.quartz.QuartzEndpoint.addJobInScheduler(QuartzEndpoint.java:372) at org.apache.camel.component.quartz.QuartzEndpoint.doStart(QuartzEndpoint.java:328) at org.apache.camel.support.service.BaseService.start(BaseService.java:115) at org.apache.camel.support.service.ServiceHelper.startService(ServiceHelper.java:84) at org.apache.camel.impl.engine.RouteService.doWarmUp(RouteService.java:141) at org.apache.camel.impl.engine.RouteService.warmUp(RouteService.java:123) ... 13 moreCaused by: java.text.ParseException: Unexpected character: # at org.quartz.CronExpression.storeExpressionVals(CronExpression.java:697) at org.quartz.CronExpression.buildExpression(CronExpression.java:487) at org.quartz.CronExpression.<init>(CronExpression.java:276) at org.quartz.CronScheduleBuilder.cronSchedule(CronScheduleBuilder.java:107) ... 20 moreThe documentation is wrong and it should be regular cron format all works well. The Bad:from(quartz("myQuartz").cron("0+1+6-18+?")).to(mock("direct"))The Goodfrom(quartz("myQuartz").cron("0 0 6，18 ? * *")).to(mock("direct")),Hide Permalink Claus Ibsen added a comment - 26/Jun/20 07:32 Its because you use endpoint-dsl that has this "problem". It will be fixed in 3.5 onwards so you can use + there as well. Show Claus Ibsen added a comment - 26/Jun/20 07:32 Its because you use endpoint-dsl that has this "problem". It will be fixed in 3.5 onwards so you can use + there as well.
CAMEL-15204,Unassigned,2020-06-19T17:17:44+0000,1592572664， where 1592572664 is the epoch,The JT400 component references "AS/400" in several places. IBM hasn't marketed AS/400 in 20 years. It has since been completely replaced by IBM i on Power Systems (a completely different hardware set) in 2008. IBM i supports AS/400 methodologies (such as program calls， data queues， etc)， so that commonly causes confusion with branding and terminology. It doesn't help that IBM's connector module for Java still has "400" in the name (for compatibility purposes). Anyway， we should change the doc of the JT400 component to properly reflect what it can be used for. I intend to PR these changes on GitHub， so you can assign me.,Hide Permalink Jesse Gorzinski added a comment - 19/Jun/20 17:17 PR at https://github.com/apache/camel/pull/3936 Show Jesse Gorzinski added a comment - 19/Jun/20 17:17 PR at https://github.com/apache/camel/pull/3936
CAMEL-15203,Unassigned,2020-06-17T12:49:51+0000,1592383791， where 1592383791 is the epoch,SFDC has several errors documetned: https://developer.salesforce.com/docs/atlas.en-us.api_streaming.meta/api_streaming/streaming_error_codes.htm There are several problems: How the `SubscriptionHelper` is handling connection errors. At the moment it has a hardcoded 401 and 403 handling. But there are several valid errors as in the specication above disibed. Atm if we hit these errors， in example the 400 with the message body message {{The replayId {replay_id} you provided was invalid. Please provide a valid ID， -2 to replay all events， or -1 to replay only new events.. }}You would expect that when we get this error， appache camel tries to retrieve it with a replay_id with -2 or -1. At the moment if you get this error you loose subscription total to the channel.I sugest a generic error handler:Psudo code:public class SalesForceStreamingErrorHandler { APIversionMandatory("400"， "API version in the URI is mandatory")， UnsupportedAPIversion("400"， "Unsupported API version")， InvalidConnectionType("400"， " Invalid connection type")， ChannelNotExists("400"， "The channel you requested to subscribe to does not exis")， ChannelNameMissing("400"， "Channel name not specified")， IncorrectChannelName("400"， "Channel subscriptions must start with a leading '/'")， QueryFieldsDoNotExist("400"， "Query fields {query_fields} do not exist on the topic entity")， CookieMissing("400"， "Client client_name has established a session， but no cookie_name cookie present")， InvalidReplayID("400"， "The replayId {replay_id} you provided was invalid. Please provide a valid ID， -2 to replay all events， or -1 to replay only new events.")， AuthenticationInvalid("401"， "Authentication invalid"，true，false)， RequestRequiresAuthentication("401"， "Request requires authentication"， true，false)， CannotCreateChannel("403"， "Cannot create channel")， AccessToTopic("403"， "Subscriber does not have access to the entity in this topic")， AccessToField("403"， "Subscriber does not have access to all fields referenced in the where clause of the PushTopic")， HandshakeDenied("403"， "Handshake denied")， IncompleteHandshake("403"， "Client has not completed handshake")， OrganisationConcurendUser("403"， "Organization concurrent user limit exceeded")， OrganisationDailyLimit("403"， "Organization total events daily limit exceeded")， RestrictedChannel("403"， "Restricted channel")， UserNotEnabled("403"， "User not enabled for streaming")， UserNotAllowed("403"， "User not allowed to subscribe CDC without View All Data permissions")， SubscriptionLimit("403"， "Subscription limit exceeded for this topic")， UnknownClient("403"， "Unknown client")， DDOS_PROTECTION("403"， "To protect all customers from excessive use and Denial of Service attacks， we limit the number of simultaneous connections per server. Your request has been denied because this limit has been exceeded. Please try your request again later.")， MaxRequstSize("413"， "Maximum Request Size Exceeded")， ServerBusY("503"， "Server is too busy. Please try your request again later.");With a new configuration option:// Streaming API properties@UriParamprivate Optional<Long> fallbackReplayId;With new logic in the SubscriptionHelper to reconnect with the fallback replayID when set. This way we can also improve the eventually the robustness of how error msges are handled in this component. At the moment we have a lot of problems with the replayID bc they can expire afhter 72 hours on the buss and if you had downtime with the bayeux buss， having this missed is a problem.,Hide Permalink Claus Ibsen added a comment - 17/Jun/20 12:49 Try Camel 3.4 as there has been some salesforce fixes and improvements Show Claus Ibsen added a comment - 17/Jun/20 12:49 Try Camel 3.4 as there has been some salesforce fixes and improvements Hide Permalink Martijn Cremer added a comment - 17/Jun/20 16:01 This does not fix this problem let me explain it better sorry. Show Martijn Cremer added a comment - 17/Jun/20 16:01 This does not fix this problem let me explain it better sorry.
